"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","PowerShellCount","PowerShellWorkingSetMiB"
"400","2026-07-18T11:04:32.2890772+00:00","0.2101","204.957","205.43","45","608","28","2089.402","18","1809.707"
"401","2026-07-18T11:04:33.4088206+00:00","0.4884","204.875","205.402","47","612","28","2089.43","18","1809.816"
"402","2026-07-18T11:04:34.5260938+00:00","0.4895","204.992","205.523","47","614","28","2089.781","18","1809.926"
"403","2026-07-18T11:04:35.6409731+00:00","0.3504","205.059","205.559","46","610","28","2089.867","18","1810.07"
"404","2026-07-18T11:04:36.7855557+00:00","0.6826","205.191","205.719","47","612","28","2090.094","18","1810.164"
"405","2026-07-18T11:04:37.9017294+00:00","0.21","204.91","205.383","45","608","28","2089.941","18","1810.293"
"406","2026-07-18T11:04:38.9978877+00:00","0.4276","204.902","205.355","44","604","28","2090.059","18","1810.418"
"407","2026-07-18T11:04:40.0989702+00:00","0.1419","204.91","205.363","44","604","28","2090.023","18","1810.375"
"408","2026-07-18T11:04:41.2014024+00:00","0","204.945","205.398","44","604","28","2090.195","18","1810.508"
"409","2026-07-18T11:04:42.3347352+00:00","0.4136","205.227","205.734","46","608","28","2097.809","18","1817.844"
"410","2026-07-18T11:04:43.4708726+00:00","0.7564","204.801","205.309","46","608","28","2111.891","18","1832.289"
"411","2026-07-18T11:04:44.5899240+00:00","0.3491","204.816","205.27","44","604","28","2118.965","18","1839.379"
"412","2026-07-18T11:04:45.7080776+00:00","0.7686","205.145","205.652","46","608","28","2122.91","18","1843.027"
"413","2026-07-18T11:04:46.8553868+00:00","0.1362","204.902","205.352","44","604","28","2122.605","18","1842.965"
"414","2026-07-18T11:04:47.9869634+00:00","0.1381","204.91","205.359","44","604","28","2122.457","18","1842.809"
"415","2026-07-18T11:04:49.1066013+00:00","0.3489","204.91","205.359","44","604","28","2122.426","18","1842.777"
"416","2026-07-18T11:04:50.2685327+00:00","0.2017","204.934","205.383","44","604","28","2122.418","18","1842.746"
"417","2026-07-18T11:04:51.3992640+00:00","0.3455","205.25","205.754","46","606","28","2122.738","18","1842.746"
"418","2026-07-18T11:04:52.5183049+00:00","0.6283","204.781","205.258","45","606","28","2122.328","18","1842.746"
"419","2026-07-18T11:04:53.6502025+00:00","0.4831","204.883","205.328","44","604","28","2122.367","18","1842.746"
"420","2026-07-18T11:04:54.7991047+00:00","0.544","205.07","205.543","45","606","28","2122.555","18","1842.746"
"421","2026-07-18T11:04:55.9265856+00:00","0.2772","204.91","205.355","44","604","28","2122.395","18","1842.746"
"422","2026-07-18T11:04:57.0725624+00:00","0.409","204.914","205.359","44","604","28","2122.398","18","1842.746"
"423","2026-07-18T11:04:58.2023719+00:00","0.2074","204.93","205.375","44","604","28","2122.414","18","1842.746"
"424","2026-07-18T11:04:59.4190410+00:00","0.1926","204.941","205.387","44","604","28","2122.426","18","1842.746"
"425","2026-07-18T11:05:00.5371958+00:00","0.6288","205.18","205.652","45","606","28","2122.672","18","1842.746"
"426","2026-07-18T11:05:01.6512033+00:00","0.6312","204.863","205.336","45","606","28","2122.348","18","1842.746"
"427","2026-07-18T11:05:02.7787360+00:00","0.4157","205.031","205.504","45","606","28","2122.516","18","1842.746"
"428","2026-07-18T11:05:03.9109020+00:00","0.621","205.125","205.625","46","608","28","2123.305","18","1842.746"
"429","2026-07-18T11:05:05.0289305+00:00","0.3494","204.906","205.352","44","604","28","2122.391","18","1842.746"
"430","2026-07-18T11:05:06.1542254+00:00","0.1389","204.898","205.344","44","604","28","2122.387","18","1842.746"
"431","2026-07-18T11:05:07.2710973+00:00","0.1399","204.93","205.375","44","604","28","2122.414","18","1842.746"
"432","2026-07-18T11:05:08.4002271+00:00","0.2768","204.918","205.363","44","604","28","2122.402","18","1842.746"
"433","2026-07-18T11:05:09.5174334+00:00","0.1399","205.156","205.629","45","606","28","2122.641","18","1842.746"
"434","2026-07-18T11:05:10.6328762+00:00","0.4903","205.219","205.719","46","608","28","2122.844","18","1842.746"
"435","2026-07-18T11:05:11.7811604+00:00","0.2721","204.945","205.387","44","604","28","2122.57","18","1842.746"
"436","2026-07-18T11:05:12.9128891+00:00","0.6903","205.254","205.75","46","608","28","2122.879","18","1842.746"
"437","2026-07-18T11:05:14.0337995+00:00","0.2788","204.965","205.398","44","604","28","2122.59","18","1842.746"
"438","2026-07-18T11:05:15.1639933+00:00","0.0691","204.867","205.301","44","604","28","2122.492","18","1842.746"
"439","2026-07-18T11:05:16.2948649+00:00","0.2763","204.91","205.344","44","604","28","2122.535","18","1842.746"
"440","2026-07-18T11:05:17.4400438+00:00","0.2729","204.938","205.371","44","604","28","2122.562","18","1842.746"
"441","2026-07-18T11:05:18.5931029+00:00","0.8808","205.219","205.707","46","608","28","2122.844","18","1842.746"
"442","2026-07-18T11:05:19.7314776+00:00","0.6863","205.262","205.75","46","608","28","2122.887","18","1842.746"
"443","2026-07-18T11:05:20.8532425+00:00","0.3482","204.969","205.398","44","604","28","2122.594","18","1842.746"
"444","2026-07-18T11:05:21.9732889+00:00","0.558","205.25","205.734","46","608","28","2122.875","18","1842.746"
"445","2026-07-18T11:05:23.1457662+00:00","0.2665","204.883","205.34","45","606","28","2122.508","18","1842.746"
"446","2026-07-18T11:05:24.2487035+00:00","0.2833","204.863","205.289","44","604","28","2122.488","18","1842.746"
"447","2026-07-18T11:05:25.3628680+00:00","0.2104","204.887","205.312","44","604","28","2122.512","18","1842.746"
"448","2026-07-18T11:05:26.5020261+00:00","0.0686","204.922","205.348","44","604","28","2122.547","18","1842.746"
"449","2026-07-18T11:05:27.6453666+00:00","0.5466","205.25","205.73","46","606","28","2122.875","18","1842.746"
"450","2026-07-18T11:05:28.7919692+00:00","0.6814","205.23","205.711","46","608","28","2122.855","18","1842.746"
"451","2026-07-18T11:05:29.8984029+00:00","0.353","204.965","205.391","44","604","28","2122.59","18","1842.746"
"452","2026-07-18T11:05:31.0151798+00:00","0.5596","205.25","205.73","46","608","28","2122.875","18","1842.746"
"453","2026-07-18T11:05:32.1352655+00:00","0.1395","204.988","205.414","44","604","28","2122.613","18","1842.746"
"454","2026-07-18T11:05:33.2530761+00:00","0.2796","204.871","205.297","44","604","28","2122.496","18","1842.746"
"455","2026-07-18T11:05:34.3969778+00:00","0.3415","204.906","205.332","44","604","28","2122.531","18","1842.746"
"456","2026-07-18T11:05:35.5124060+00:00","0.2101","204.918","205.344","44","604","28","2122.543","18","1842.746"
"457","2026-07-18T11:05:36.6310695+00:00","0.4889","205.105","205.559","45","606","28","2122.734","18","1842.746"
"458","2026-07-18T11:05:37.7456534+00:00","0.6308","205.141","205.594","45","606","28","2122.766","18","1842.746"
"459","2026-07-18T11:05:38.8715152+00:00","0.5551","204.965","205.391","44","604","28","2122.59","18","1842.746"
"460","2026-07-18T11:05:40.0600366+00:00","0.9203","205.266","205.746","46","608","28","2122.891","18","1842.746"
"461","2026-07-18T11:05:41.1915854+00:00","0.4833","204.98","205.395","44","604","28","2122.605","18","1842.746"
"462","2026-07-18T11:05:42.4124170+00:00","0.32","204.902","205.316","44","604","28","2122.527","18","1842.746"
"463","2026-07-18T11:05:43.6642657+00:00","0.0624","204.941","205.355","44","604","28","2122.57","18","1842.746"
"464","2026-07-18T11:05:44.8973531+00:00","0.1901","204.969","205.383","44","604","28","2122.594","18","1842.746"
"465","2026-07-18T11:05:46.2035098+00:00","1.0766","205.984","206.453","46","608","28","2122.523","18","1842.746"
"466","2026-07-18T11:05:47.5221679+00:00","1.0664","204.961","205.43","46","608","28","2122.586","18","1842.746"
"467","2026-07-18T11:05:48.7538599+00:00","0.444","205.094","205.527","45","606","28","2122.719","18","1842.746"
"468","2026-07-18T11:05:49.9052580+00:00","0.8142","204.98","205.387","44","604","28","2122.605","18","1842.746"
"469","2026-07-18T11:05:51.0518439+00:00","0.2725","204.984","205.391","44","604","28","2122.609","18","1842.746"
"470","2026-07-18T11:05:52.1852299+00:00","0.2757","204.973","205.379","44","604","28","2122.598","18","1842.746"
"471","2026-07-18T11:05:53.3389051+00:00","0.2709","206.004","206.438","45","606","28","2123.629","18","1842.746"
"472","2026-07-18T11:05:54.4511790+00:00","0.3512","204.867","205.297","45","606","28","2122.492","18","1842.746"
"473","2026-07-18T11:05:55.5680371+00:00","0.9094","205.039","205.496","46","608","28","2122.664","18","1842.746"
"474","2026-07-18T11:05:56.7289654+00:00","0.4711","204.988","205.414","45","606","28","2122.613","18","1842.746"
"475","2026-07-18T11:05:57.8710468+00:00","0.5472","205.09","205.512","45","606","28","2122.715","18","1842.746"
"476","2026-07-18T11:05:58.9908821+00:00","0.6279","204.992","205.387","44","604","28","2122.617","18","1842.746"
"477","2026-07-18T11:06:00.1086394+00:00","0","204.973","205.367","44","604","28","2122.598","18","1842.746"
"478","2026-07-18T11:06:01.2409939+00:00","0","204.992","205.387","44","604","28","2122.617","18","1842.746"
"479","2026-07-18T11:06:02.3601399+00:00","0.2792","204.98","205.375","44","604","28","2122.605","18","1842.746"
"480","2026-07-18T11:06:03.4732329+00:00","0.4913","205.188","205.609","45","606","28","2122.812","18","1842.746"
"481","2026-07-18T11:06:04.6693497+00:00","0.7185","205.051","205.5","46","608","28","2122.676","18","1842.746"
"482","2026-07-18T11:06:05.8393450+00:00","0.6677","204.996","205.414","45","606","28","2122.621","18","1842.746"
"483","2026-07-18T11:06:06.9688127+00:00","0.415","204.996","205.414","45","606","28","2122.633","18","1842.746"
"484","2026-07-18T11:06:08.0832078+00:00","0.6309","204.984","205.375","44","604","28","2122.609","18","1842.746"
"485","2026-07-18T11:06:09.2232121+00:00","0","204.988","205.379","44","604","28","2122.613","18","1842.746"
"486","2026-07-18T11:06:10.3556317+00:00","0.138","204.984","205.375","44","604","28","2122.609","18","1842.746"
"487","2026-07-18T11:06:11.4746455+00:00","0.1396","205","205.391","44","604","28","2122.625","18","1842.746"
"488","2026-07-18T11:06:12.6027086+00:00","0.277","205.195","205.613","45","607","28","2122.828","18","1842.746"
"489","2026-07-18T11:06:13.7664205+00:00","0.6042","204.875","205.32","46","608","28","2122.5","18","1842.746"
"490","2026-07-18T11:06:14.8854436+00:00","0.3491","204.914","205.332","45","606","28","2122.539","18","1842.746"
"491","2026-07-18T11:06:15.9959493+00:00","0.4221","204.957","205.375","45","606","28","2122.582","18","1842.746"
"492","2026-07-18T11:06:17.1327364+00:00","0.6872","204.984","205.375","44","604","28","2122.609","18","1842.746"
"493","2026-07-18T11:06:18.2614644+00:00","0.0692","204.98","205.371","44","604","28","2122.605","18","1842.746"
"494","2026-07-18T11:06:19.3963904+00:00","0.0688","204.988","205.379","44","604","28","2122.613","18","1842.746"
"495","2026-07-18T11:06:20.5376648+00:00","0.2738","205","205.391","44","604","28","2122.625","18","1842.746"
"496","2026-07-18T11:06:21.6876823+00:00","0.4076","205.191","205.609","45","606","28","2122.816","18","1842.746"
"497","2026-07-18T11:06:22.8209452+00:00","1.0341","204.836","205.281","46","608","28","2122.461","18","1842.746"
"498","2026-07-18T11:06:23.9524892+00:00","0.4833","204.961","205.379","45","606","28","2122.586","18","1842.746"
"499","2026-07-18T11:06:25.0965165+00:00","0.478","204.957","205.375","45","606","28","2122.582","18","1842.746"
"500","2026-07-18T11:06:26.2502550+00:00","0.5417","204.996","205.387","44","604","28","2122.621","18","1842.746"
"501","2026-07-18T11:06:27.3797768+00:00","0.0692","204.977","205.367","44","604","28","2122.602","18","1842.746"
"502","2026-07-18T11:06:28.5543789+00:00","0.266","205","205.391","44","604","28","2122.625","18","1842.746"
"503","2026-07-18T11:06:29.6981259+00:00","0.2049","204.992","205.383","44","604","28","2122.617","18","1842.746"
"504","2026-07-18T11:06:30.8412831+00:00","0.41","205.207","205.625","45","606","28","2122.832","18","1842.746"
"505","2026-07-18T11:06:31.9739723+00:00","0.6208","204.906","205.352","46","608","28","2122.531","18","1842.746"
"506","2026-07-18T11:06:33.1043989+00:00","0.622","204.98","205.367","44","604","28","2122.605","18","1842.746"
"507","2026-07-18T11:06:34.2964988+00:00","0.6554","205.211","205.652","46","608","28","2122.836","18","1842.746"
"508","2026-07-18T11:06:35.4100559+00:00","0.4911","204.988","205.375","44","604","28","2122.613","18","1842.746"
"509","2026-07-18T11:06:36.5549521+00:00","0.1365","204.996","205.383","44","604","28","2122.621","18","1842.746"
"510","2026-07-18T11:06:37.6887814+00:00","0.1378","204.984","205.371","44","604","28","2122.609","18","1842.746"
"511","2026-07-18T11:06:38.8199324+00:00","0.2072","205.012","205.398","44","604","28","2122.637","18","1842.746"
"512","2026-07-18T11:06:39.9552181+00:00","0.2753","204.816","205.23","45","606","28","2122.465","18","1842.746"
"513","2026-07-18T11:06:41.0719667+00:00","0.6996","204.973","205.414","46","608","28","2122.598","18","1842.746"
"514","2026-07-18T11:06:42.2168765+00:00","0.3412","204.98","205.367","44","604","28","2122.605","18","1842.746"
"515","2026-07-18T11:06:43.3464251+00:00","0.6916","205.18","205.621","46","608","28","2122.805","18","1842.746"
"516","2026-07-18T11:06:44.5575245+00:00","0.8386","204.992","205.379","44","604","28","2122.617","18","1842.746"
"517","2026-07-18T11:06:45.7191569+00:00","0.2018","204.992","205.379","44","604","28","2122.617","18","1842.746"
"518","2026-07-18T11:06:46.8729247+00:00","0.1354","204.992","205.379","44","604","28","2122.617","18","1842.746"
"519","2026-07-18T11:06:48.0146391+00:00","0.1369","204.832","205.219","44","604","28","2122.457","18","1842.746"
"520","2026-07-18T11:06:49.1441849+00:00","0.3458","204.957","205.371","45","606","28","2122.582","18","1842.746"
"521","2026-07-18T11:06:50.2683215+00:00","0.7645","205.035","205.441","46","606","28","2122.66","18","1842.746"
"522","2026-07-18T11:06:51.4155961+00:00","0.5448","204.996","205.375","45","604","28","2123.395","18","1843.098"
"523","2026-07-18T11:06:52.5386196+00:00","0.3478","205.383","205.816","47","608","28","2125.109","18","1843.098"
"524","2026-07-18T11:06:53.6665616+00:00","0.2078","206.09","206.496","46","606","28","2124.488","18","1843.098"
"525","2026-07-18T11:06:54.8064273+00:00","0.2056","205.027","205.406","45","604","28","2123.738","18","1843.41"
"526","2026-07-18T11:06:55.9425030+00:00","0.2063","205.043","205.422","45","604","28","2123.793","18","1843.449"
"527","2026-07-18T11:06:57.1025160+00:00","0.2694","204.918","205.297","45","604","28","2123.668","18","1843.449"
"528","2026-07-18T11:06:58.2324910+00:00","0.1383","204.965","205.371","46","606","28","2123.715","18","1843.449"
"529","2026-07-18T11:06:59.3671759+00:00","1.1016","205.148","205.57","47","608","28","2123.996","18","1843.449"
"530","2026-07-18T11:07:00.4920292+00:00","0.4862","205.02","205.398","45","604","28","2123.77","18","1843.449"
"531","2026-07-18T11:07:01.6125773+00:00","0.488","205.25","205.684","47","608","28","2124","18","1843.449"
"532","2026-07-18T11:07:02.7702744+00:00","0.6073","205.016","205.395","45","604","28","2123.766","18","1843.449"
"533","2026-07-18T11:07:03.8989681+00:00","0.1384","205.039","205.418","45","604","28","2123.789","18","1843.449"
"534","2026-07-18T11:07:05.0442834+00:00","0.0682","205.031","205.41","45","604","28","2123.781","18","1843.449"
"535","2026-07-18T11:07:06.1704037+00:00","0.2775","204.863","205.242","45","604","28","2123.613","18","1843.449"
"536","2026-07-18T11:07:07.3010087+00:00","0.2764","204.945","205.352","46","606","28","2123.695","18","1843.449"
"537","2026-07-18T11:07:08.5379353+00:00","1.0737","205.301","205.734","47","608","28","2124.051","18","1843.449"
"538","2026-07-18T11:07:09.7172042+00:00","0.3975","205.176","205.582","46","606","28","2123.926","18","1843.449"
"539","2026-07-18T11:07:10.8475871+00:00","0.4838","205.328","205.762","47","608","28","2124.078","18","1843.449"
"540","2026-07-18T11:07:12.0128592+00:00","0.1341","205.039","205.414","45","604","28","2123.789","18","1843.449"
"541","2026-07-18T11:07:13.1511070+00:00","0.2745","205.047","205.422","45","604","28","2123.797","18","1843.449"
"542","2026-07-18T11:07:14.2830669+00:00","0.138","204.918","205.293","45","604","28","2123.668","18","1843.449"
"543","2026-07-18T11:07:15.4026658+00:00","0.3489","204.973","205.348","45","604","28","2123.723","18","1843.449"
"544","2026-07-18T11:07:16.5899040+00:00","0.5922","205.25","205.68","47","608","28","2124","18","1843.449"
"545","2026-07-18T11:07:17.7342725+00:00","0.751","205.266","205.695","47","608","28","2124.016","18","1843.449"
"546","2026-07-18T11:07:18.8481880+00:00","0.2805","205.164","205.566","46","606","28","2123.914","18","1843.449"
"547","2026-07-18T11:07:19.9940493+00:00","0.6136","205.305","205.734","47","608","28","2124.055","18","1843.449"
"548","2026-07-18T11:07:21.1268010+00:00","0.1379","205.035","205.41","45","604","28","2123.785","18","1843.449"
"549","2026-07-18T11:07:22.2691101+00:00","0.0684","205.035","205.41","45","604","28","2123.793","18","1843.449"
"550","2026-07-18T11:07:23.3831659+00:00","0.3506","206.023","206.426","46","606","28","2124.773","18","1843.449"
"551","2026-07-18T11:07:24.5141198+00:00","0.1382","204.961","205.336","45","604","28","2123.711","18","1843.449"
"552","2026-07-18T11:07:25.6571426+00:00","0.6151","205.199","205.629","47","608","28","2123.949","18","1843.449"
"553","2026-07-18T11:07:26.7910570+00:00","0.6201","205.262","205.691","47","608","28","2124.012","18","1843.449"
"554","2026-07-18T11:07:27.9062689+00:00","0.2802","205.156","205.559","46","606","28","2123.906","18","1843.449"
"555","2026-07-18T11:07:29.0220777+00:00","0.7002","205.316","205.746","47","608","28","2124.066","18","1843.449"
"556","2026-07-18T11:07:30.1688480+00:00","0.2725","205.016","205.391","45","604","28","2123.766","18","1843.449"
"557","2026-07-18T11:07:31.3012339+00:00","0.069","205.035","205.41","45","604","28","2123.785","18","1843.449"
"558","2026-07-18T11:07:32.4198943+00:00","0.0698","205.031","205.406","45","604","28","2123.781","18","1843.449"
"559","2026-07-18T11:07:33.5353522+00:00","0.2101","204.922","205.297","45","604","28","2123.672","18","1843.449"
"560","2026-07-18T11:07:34.6612780+00:00","0.3469","205.266","205.695","47","606","28","2124.016","18","1843.449"
"561","2026-07-18T11:07:35.7694363+00:00","0.4935","205.215","205.645","47","608","28","2123.965","18","1843.449"
"562","2026-07-18T11:07:37.0738894+00:00","0.8385","205.215","205.617","46","606","28","2124.73","18","1843.449"
"563","2026-07-18T11:07:38.3059376+00:00","0.6975","205.316","205.746","47","608","28","2124.066","18","1843.449"
"564","2026-07-18T11:07:39.4584991+00:00","0.0678","205.039","205.414","45","604","28","2123.789","18","1843.449"
"565","2026-07-18T11:07:40.5739542+00:00","0.1401","204.926","205.301","45","604","28","2123.676","18","1843.449"
"566","2026-07-18T11:07:41.7001231+00:00","0.2081","204.992","205.367","45","604","28","2123.742","18","1843.449"
"567","2026-07-18T11:07:42.8256804+00:00","0.1388","205.02","205.395","45","604","28","2123.77","18","1843.449"
"568","2026-07-18T11:07:43.9854315+00:00","0.6736","205.281","205.711","47","608","28","2124.031","18","1843.449"
"569","2026-07-18T11:07:45.0985293+00:00","0.9124","205.324","205.754","47","608","28","2124.074","18","1843.449"
"570","2026-07-18T11:07:46.2412783+00:00","0.5469","205.238","205.637","46","606","28","2123.988","18","1843.449"
"571","2026-07-18T11:07:47.3889590+00:00","0.2723","205.293","205.719","47","608","28","2124.043","18","1843.449"
"572","2026-07-18T11:07:48.5221201+00:00","0.3447","205.055","205.422","45","604","28","2123.805","18","1843.449"
"573","2026-07-18T11:07:49.6694694+00:00","0","205.051","205.418","45","604","28","2123.586","18","1843.449"
"574","2026-07-18T11:07:50.7801379+00:00","0.0703","204.938","205.305","45","604","28","2123.688","18","1843.449"
"575","2026-07-18T11:07:51.9102065+00:00","0.2765","204.93","205.297","45","604","28","2123.68","18","1843.449"
"576","2026-07-18T11:07:53.0412442+00:00","0.4835","205.227","205.648","47","608","28","2123.977","18","1843.449"
"577","2026-07-18T11:07:54.1728957+00:00","0.7594","205.332","205.754","47","608","28","2124.086","18","1843.449"
"578","2026-07-18T11:07:55.3401599+00:00","0.2677","205.227","205.621","46","606","28","2123.977","18","1843.449"
"579","2026-07-18T11:07:56.4849079+00:00","0.4095","205.281","205.703","47","608","28","2124.031","18","1843.449"
"580","2026-07-18T11:07:57.6140002+00:00","0.1384","205.043","205.41","45","604","28","2123.793","18","1843.449"
"581","2026-07-18T11:07:58.7342159+00:00","0.2092","205.043","205.41","45","604","28","2123.793","18","1843.449"
"582","2026-07-18T11:07:59.8620988+00:00","0.2078","204.91","205.266","44","600","28","2123.66","18","1843.449"
"583","2026-07-18T11:08:01.0111050+00:00","0.34","204.961","205.316","44","600","28","2123.164","18","1843.176"
"584","2026-07-18T11:08:02.1268155+00:00","0.4201","205.195","205.605","46","604","28","2123.242","18","1843.098"
"585","2026-07-18T11:08:03.2481570+00:00","0.2787","205.23","205.641","46","604","28","2123.277","18","1843.098"
"586","2026-07-18T11:08:04.3613804+00:00","0.2807","205.184","205.566","45","602","28","2123.113","18","1842.98"
"587","2026-07-18T11:08:05.4775151+00:00","0.49","205.219","205.629","46","604","28","2122.914","18","1842.746"
"588","2026-07-18T11:08:06.6570051+00:00","0.1325","205.012","205.367","44","600","28","2122.707","18","1842.746"
"589","2026-07-18T11:08:07.7869195+00:00","0.2074","205.039","205.395","44","600","28","2122.734","18","1842.746"
"590","2026-07-18T11:08:08.9018247+00:00","0.1401","204.902","205.258","44","600","28","2122.598","18","1842.746"
"591","2026-07-18T11:08:10.0192744+00:00","0.2097","204.918","205.273","44","600","28","2122.613","18","1842.746"
"592","2026-07-18T11:08:11.1385181+00:00","0.349","205.145","205.555","46","604","28","2122.84","18","1842.746"
"593","2026-07-18T11:08:12.2713864+00:00","0.4827","205.285","205.695","46","604","28","2123.715","18","1842.746"
"594","2026-07-18T11:08:13.3878379+00:00","0.4199","205.176","205.555","45","602","28","2122.871","18","1842.746"
"595","2026-07-18T11:08:14.5054717+00:00","0.5592","205.273","205.68","46","604","28","2122.969","18","1842.746"
"596","2026-07-18T11:08:15.6482898+00:00","0.0684","205","205.352","44","600","28","2122.695","18","1842.746"
"597","2026-07-18T11:08:16.7779583+00:00","0.4149","205.043","205.395","44","600","28","2122.738","18","1842.746"
"598","2026-07-18T11:08:17.9216056+00:00","0.1366","204.957","205.246","44","600","28","2122.652","18","1842.746"
"599","2026-07-18T11:08:19.0813137+00:00","0.0674","205.023","205.312","44","600","28","2122.719","18","1842.746"
"600","2026-07-18T11:08:20.2137958+00:00","0.4139","205.23","205.574","46","604","28","2122.957","18","1842.746"
"601","2026-07-18T11:08:21.3303996+00:00","0.5597","205.363","205.707","46","604","28","2123.801","18","1842.746"
"602","2026-07-18T11:08:22.4462272+00:00","0.2801","205.246","205.562","45","602","28","2122.941","18","1842.746"
"603","2026-07-18T11:08:23.5955708+00:00","0.6118","206.25","206.594","46","604","28","2123.945","18","1842.746"
"604","2026-07-18T11:08:24.7452675+00:00","0.3398","205.082","205.367","44","600","28","2122.781","18","1842.746"
"605","2026-07-18T11:08:25.8892433+00:00","0.2049","205.098","205.383","44","600","28","2122.793","18","1842.746"
"606","2026-07-18T11:08:27.0161798+00:00","0.1387","204.973","205.258","44","600","28","2122.668","18","1842.746"
"607","2026-07-18T11:08:28.1558811+00:00","0.4798","205.066","205.352","44","600","28","2122.762","18","1842.746"
"608","2026-07-18T11:08:29.3135732+00:00","0.6074","205.273","205.617","46","604","28","2122.969","18","1842.746"
"609","2026-07-18T11:08:30.4586514+00:00","0.8187","205.348","205.691","46","604","28","2123.043","18","1842.746"
"610","2026-07-18T11:08:31.6170281+00:00","0.4047","205.238","205.586","45","602","28","2122.934","18","1842.746"
"611","2026-07-18T11:08:32.7478288+00:00","0.4145","205.277","205.676","46","604","28","2122.973","18","1842.746"
"612","2026-07-18T11:08:33.8602919+00:00","0.2107","205.031","205.375","44","600","28","2122.727","18","1842.746"
"613","2026-07-18T11:08:35.0365340+00:00","0.2657","204.93","205.273","44","600","28","2122.625","18","1842.746"
"614","2026-07-18T11:08:36.2091636+00:00","0.2665","204.98","205.324","44","600","28","2122.676","18","1842.746"
"615","2026-07-18T11:08:37.3371126+00:00","0.2078","205.133","205.504","45","602","28","2122.828","18","1842.746"
"616","2026-07-18T11:08:38.4681969+00:00","0.4835","205.277","205.676","46","604","28","2122.984","18","1842.746"
"617","2026-07-18T11:08:39.5857079+00:00","0.6991","205.285","205.684","46","604","28","2122.98","18","1842.746"
"618","2026-07-18T11:08:40.7483430+00:00","0.2016","205.242","205.613","45","602","28","2122.938","18","1842.746"
"619","2026-07-18T11:08:41.8610743+00:00","0.4915","205.312","205.711","46","604","28","2123.016","18","1842.746"
"620","2026-07-18T11:08:42.9751865+00:00","0.2104","205.035","205.379","44","600","28","2122.73","18","1842.746"
"621","2026-07-18T11:08:44.0909775+00:00","0","204.914","205.258","44","600","28","2122.609","18","1842.746"
"622","2026-07-18T11:08:45.2495978+00:00","0.1349","204.969","205.312","44","600","28","2122.668","18","1842.746"
"623","2026-07-18T11:08:46.4080539+00:00","0.3372","205.145","205.516","45","602","28","2122.84","18","1842.746"
"624","2026-07-18T11:08:47.5212527+00:00","0.7018","205.301","205.727","47","606","28","2122.996","18","1842.746"
"625","2026-07-18T11:08:48.6554289+00:00","0.4822","205.27","205.668","46","604","28","2122.965","18","1842.746"
"626","2026-07-18T11:08:49.7852836+00:00","0.4149","205.227","205.598","45","602","28","2122.922","18","1842.746"
"627","2026-07-18T11:08:50.9231457+00:00","0.5493","205.355","205.754","46","604","28","2123.051","18","1842.746"
"628","2026-07-18T11:08:52.0652186+00:00","0.342","205.051","205.395","44","600","28","2122.746","18","1842.746"
"629","2026-07-18T11:08:53.1876959+00:00","0.2784","204.941","205.285","44","600","28","2122.637","18","1842.746"
"630","2026-07-18T11:08:54.3286643+00:00","0.3424","205","205.344","44","600","28","2122.695","18","1842.746"
"631","2026-07-18T11:08:55.4848376+00:00","0.4054","205.156","205.527","45","602","28","2122.852","18","1842.746"
"632","2026-07-18T11:08:56.6787926+00:00","0.8506","205.297","205.695","46","604","28","2122.992","18","1842.746"
"633","2026-07-18T11:08:57.8390279+00:00","0.6734","205.297","205.695","46","604","28","2122.992","18","1842.746"
"634","2026-07-18T11:08:58.9837587+00:00","0.4095","205.25","205.621","45","602","28","2122.945","18","1842.746"
"635","2026-07-18T11:09:00.1390845+00:00","0.6086","205.254","205.598","44","600","28","2122.949","18","1842.746"
"636","2026-07-18T11:09:01.2634236+00:00","0.0695","204.969","205.312","44","600","28","2122.664","18","1842.746"
"637","2026-07-18T11:09:02.4001344+00:00","0.3436","204.93","205.273","44","600","28","2122.625","18","1842.746"
"638","2026-07-18T11:09:03.5619368+00:00","0.1345","204.996","205.34","44","600","28","2122.691","18","1842.746"
"639","2026-07-18T11:09:04.6970664+00:00","0.4129","205.188","205.559","45","602","28","2122.883","18","1842.746"
"640","2026-07-18T11:09:05.8434875+00:00","0.7496","205.352","205.75","46","604","28","2123.047","18","1842.746"
"641","2026-07-18T11:09:06.9784015+00:00","0.413","205.246","205.645","46","604","28","2122.941","18","1842.746"
"642","2026-07-18T11:09:08.1258814+00:00","0.4085","205.246","205.629","45","602","28","2122.941","18","1842.746"
"643","2026-07-18T11:09:09.2524957+00:00","0.6241","205.238","205.598","44","600","28","2122.934","18","1842.746"
"644","2026-07-18T11:09:10.3940984+00:00","0.1369","204.82","205.18","44","600","28","2122.516","18","1842.746"
"645","2026-07-18T11:09:11.5529744+00:00","0.3371","204.973","205.332","44","600","28","2122.668","18","1842.746"
"646","2026-07-18T11:09:12.6822670+00:00","0.1384","204.965","205.324","44","600","28","2122.66","18","1842.746"
"647","2026-07-18T11:09:13.7960032+00:00","0.3507","205.172","205.559","45","602","28","2122.867","18","1842.746"
"648","2026-07-18T11:09:14.9081820+00:00","0.562","205.254","205.668","46","604","28","2122.949","18","1842.746"
