"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","PowerShellCount","PowerShellWorkingSetMiB"
"649","2026-07-18T11:09:16.0359407+00:00","0.9006","205.23","205.645","46","604","28","2122.93","18","1842.746"
"650","2026-07-18T11:09:17.1828177+00:00","0.6131","205.191","205.578","45","602","28","2122.887","18","1842.746"
"651","2026-07-18T11:09:18.3082744+00:00","0.5553","205.223","205.582","44","600","28","2122.918","18","1842.746"
"652","2026-07-18T11:09:19.4211370+00:00","0","205.027","205.387","44","600","28","2122.723","18","1842.746"
"653","2026-07-18T11:09:20.5550096+00:00","0.1378","204.816","205.176","44","600","28","2122.512","18","1842.746"
"654","2026-07-18T11:09:21.6834999+00:00","0.2769","204.922","205.281","44","600","28","2122.617","18","1842.746"
"655","2026-07-18T11:09:22.8333560+00:00","0.5435","205.168","205.555","45","602","28","2122.863","18","1842.746"
"656","2026-07-18T11:09:23.9693337+00:00","0.7565","206.16","206.574","46","604","28","2123.855","18","1842.746"
"657","2026-07-18T11:09:25.0961430+00:00","0.4853","205.234","205.648","46","604","28","2122.93","18","1842.746"
"658","2026-07-18T11:09:26.2314636+00:00","0.4817","205.215","205.602","45","602","28","2122.91","18","1842.746"
"659","2026-07-18T11:09:27.4215566+00:00","0.7878","205.219","205.578","44","600","28","2122.918","18","1842.746"
"660","2026-07-18T11:09:28.5938775+00:00","0.1999","205.047","205.406","44","600","28","2122.742","18","1842.746"
"661","2026-07-18T11:09:29.7158958+00:00","0.2785","205.023","205.383","44","600","28","2122.719","18","1842.746"
"662","2026-07-18T11:09:30.8542467+00:00","0.1373","205.035","205.395","44","600","28","2122.73","18","1842.746"
"663","2026-07-18T11:09:31.9916622+00:00","0.4121","204.977","205.363","45","602","28","2122.672","18","1842.746"
"664","2026-07-18T11:09:33.1481826+00:00","1.0133","205.188","205.602","46","604","28","2122.883","18","1842.746"
"665","2026-07-18T11:09:34.2614842+00:00","0.421","205.047","205.461","46","604","28","2122.727","18","1842.746"
"666","2026-07-18T11:09:35.3799864+00:00","0.5588","205.152","205.539","45","602","28","2122.848","18","1842.746"
"667","2026-07-18T11:09:36.5246420+00:00","0.819","205.031","205.391","44","600","28","2122.727","18","1842.746"
"668","2026-07-18T11:09:37.6673941+00:00","0.0684","205.016","205.375","44","600","28","2122.711","18","1842.746"
"669","2026-07-18T11:09:38.8553510+00:00","0.2631","205.039","205.398","44","600","28","2122.734","18","1842.746"
"670","2026-07-18T11:09:39.9823379+00:00","0.3466","204.922","205.281","44","600","28","2122.617","18","1842.746"
"671","2026-07-18T11:09:41.1274215+00:00","0.4094","205.086","205.473","45","602","28","2122.781","18","1842.746"
"672","2026-07-18T11:09:42.2550842+00:00","1.1085","205.18","205.621","47","606","28","2122.875","18","1842.746"
"673","2026-07-18T11:09:43.3772064+00:00","0.6962","205.016","205.375","44","600","28","2122.711","18","1842.746"
"674","2026-07-18T11:09:44.5357071+00:00","0.6744","205.27","205.684","46","602","28","2122.965","18","1842.746"
"675","2026-07-18T11:09:45.6584113+00:00","0.2783","205.047","205.406","44","600","28","2122.742","18","1842.746"
"676","2026-07-18T11:09:46.7837027+00:00","0.2777","205.016","205.375","44","600","28","2122.711","18","1842.746"
"677","2026-07-18T11:09:47.9074076+00:00","0.2086","205.047","205.406","44","600","28","2122.75","18","1842.746"
"678","2026-07-18T11:09:49.0198896+00:00","0.1405","204.91","205.277","44","600","28","2122.605","18","1842.746"
"679","2026-07-18T11:09:50.1794229+00:00","0.4716","205.242","205.637","45","602","28","2122.938","18","1842.746"
"680","2026-07-18T11:09:51.2957359+00:00","0.4199","205.305","205.727","46","604","28","2123","18","1842.746"
"681","2026-07-18T11:09:52.4278370+00:00","0.4831","204.957","205.32","44","600","28","2122.684","18","1842.746"
"682","2026-07-18T11:09:53.5436886+00:00","0.07","205.18","205.598","46","604","28","2122.875","18","1842.746"
"683","2026-07-18T11:09:54.6760912+00:00","0.4139","205","205.363","44","600","28","2122.695","18","1842.746"
"684","2026-07-18T11:09:55.8182250+00:00","0.0684","205.004","205.367","44","600","28","2122.699","18","1842.746"
"685","2026-07-18T11:09:56.9519391+00:00","0.1378","205.012","205.375","44","600","28","2122.707","18","1842.746"
"686","2026-07-18T11:09:58.0681118+00:00","0.28","205.02","205.383","44","600","28","2122.715","18","1842.746"
"687","2026-07-18T11:09:59.1974972+00:00","0.5534","205.227","205.617","45","602","28","2122.922","18","1842.746"
"688","2026-07-18T11:10:00.3143408+00:00","0.4897","205.301","205.719","46","604","28","2122.996","18","1842.746"
"689","2026-07-18T11:10:01.4497565+00:00","0.2752","204.883","205.301","46","604","28","2122.594","18","1842.746"
"690","2026-07-18T11:10:02.5677666+00:00","0.4892","204.984","205.375","45","602","28","2122.68","18","1842.746"
"691","2026-07-18T11:10:03.6877490+00:00","0.4185","204.996","205.355","44","600","28","2122.691","18","1842.746"
"692","2026-07-18T11:10:04.8029713+00:00","0.2102","205.016","205.375","44","600","28","2122.711","18","1842.746"
"693","2026-07-18T11:10:05.9101841+00:00","0.2117","205.008","205.367","44","600","28","2122.703","18","1842.746"
"694","2026-07-18T11:10:07.0828933+00:00","0.3331","205.031","205.391","44","600","28","2122.727","18","1842.746"
"695","2026-07-18T11:10:08.2466318+00:00","0.2685","205.234","205.621","45","602","28","2122.93","18","1842.746"
"696","2026-07-18T11:10:09.3652462+00:00","0.8381","205.324","205.738","46","604","28","2123.027","18","1842.746"
"697","2026-07-18T11:10:10.4838894+00:00","0.1397","204.871","205.316","46","604","28","2122.648","18","1842.746"
"698","2026-07-18T11:10:11.6013492+00:00","0.6292","204.949","205.336","45","602","28","2122.645","18","1842.746"
"699","2026-07-18T11:10:12.7324532+00:00","0.5526","205.02","205.379","44","600","28","2122.715","18","1842.746"
"700","2026-07-18T11:10:13.8452552+00:00","0.2106","204.996","205.355","44","600","28","2122.691","18","1842.746"
"701","2026-07-18T11:10:14.9609276+00:00","0.07","205.008","205.367","44","600","28","2122.703","18","1842.746"
"702","2026-07-18T11:10:16.0828987+00:00","0.1393","205.016","205.375","44","600","28","2122.711","18","1842.746"
"703","2026-07-18T11:10:17.2114374+00:00","0.2769","205.203","205.59","45","602","28","2122.898","18","1842.746"
"704","2026-07-18T11:10:18.3398677+00:00","0.4846","205.34","205.754","46","604","28","2123.77","18","1842.746"
"705","2026-07-18T11:10:19.4548475+00:00","0.4905","205.262","205.676","46","604","28","2122.957","18","1842.746"
"706","2026-07-18T11:10:20.5846422+00:00","0.484","204.973","205.359","45","602","28","2122.668","18","1842.746"
"707","2026-07-18T11:10:21.7134570+00:00","0.4153","204.938","205.297","44","600","28","2122.633","18","1842.746"
"708","2026-07-18T11:10:22.8300767+00:00","0.07","204.996","205.355","44","600","28","2122.691","18","1842.746"
"709","2026-07-18T11:10:23.9580165+00:00","0.1385","205.02","205.379","44","600","28","2123.043","18","1842.746"
"710","2026-07-18T11:10:25.0729941+00:00","0.4204","205.004","205.363","44","600","28","2122.699","18","1842.746"
"711","2026-07-18T11:10:26.1986695+00:00","0.4164","205.199","205.578","45","603","28","2122.898","18","1842.746"
"712","2026-07-18T11:10:27.3325918+00:00","0.9646","205.281","205.695","46","604","28","2122.977","18","1842.746"
"713","2026-07-18T11:10:28.4923151+00:00","0.5389","205.305","205.719","46","604","28","2123","18","1842.746"
"714","2026-07-18T11:10:29.6089795+00:00","0.5597","205.223","205.609","45","602","28","2122.922","18","1842.746"
"715","2026-07-18T11:10:30.7361534+00:00","0.7624","204.953","205.312","44","600","28","2122.648","18","1842.746"
"716","2026-07-18T11:10:31.8474439+00:00","0.1406","204.965","205.324","44","600","28","2122.66","18","1842.746"
"717","2026-07-18T11:10:32.9602446+00:00","0.0702","205","205.359","44","600","28","2122.695","18","1842.746"
"718","2026-07-18T11:10:34.0758310+00:00","0.07","204.984","205.344","44","600","28","2122.68","18","1842.746"
"719","2026-07-18T11:10:35.2099008+00:00","0.4133","205.164","205.551","45","602","28","2122.859","18","1842.746"
"720","2026-07-18T11:10:36.3392991+00:00","0.9684","205.297","205.711","46","604","28","2122.992","18","1842.746"
"721","2026-07-18T11:10:37.4562641+00:00","0.5596","205.316","205.758","47","606","28","2123.012","18","1842.746"
"722","2026-07-18T11:10:38.6161551+00:00","0.6062","205.234","205.621","45","602","28","2122.93","18","1842.746"
"723","2026-07-18T11:10:39.7316320+00:00","0.4903","204.82","205.18","44","600","28","2122.516","18","1842.746"
"724","2026-07-18T11:10:40.8811564+00:00","0.1359","204.93","205.289","44","600","28","2122.625","18","1842.746"
"725","2026-07-18T11:10:42.0107181+00:00","0.3458","204.953","205.312","44","600","28","2122.648","18","1842.746"
"726","2026-07-18T11:10:43.1425942+00:00","0.2071","204.988","205.348","44","600","28","2122.684","18","1842.746"
"727","2026-07-18T11:10:44.2982980+00:00","0.2704","205.18","205.566","45","602","28","2122.875","18","1842.746"
"728","2026-07-18T11:10:45.4242890+00:00","0.7632","205.328","205.77","47","606","28","2123.023","18","1842.746"
"729","2026-07-18T11:10:46.5642011+00:00","0.7539","205.305","205.746","47","606","28","2123.004","18","1842.746"
"730","2026-07-18T11:10:47.7048995+00:00","0.7534","205.223","205.609","45","602","28","2122.918","18","1842.746"
"731","2026-07-18T11:10:48.8618831+00:00","0.7428","205.297","205.656","44","600","28","2122.574","18","1842.746"
"732","2026-07-18T11:10:49.9774572+00:00","0.1401","204.945","205.305","44","600","28","2122.641","18","1842.746"
"733","2026-07-18T11:10:51.1073412+00:00","0.1383","204.992","205.352","44","600","28","2122.688","18","1842.746"
"734","2026-07-18T11:10:52.2523699+00:00","0.3411","204.988","205.348","44","600","28","2122.684","18","1842.746"
"735","2026-07-18T11:10:53.4264158+00:00","0.4658","205.195","205.582","45","602","28","2122.891","18","1842.746"
"736","2026-07-18T11:10:54.5729646+00:00","0.9539","206.262","206.73","48","608","28","2123.957","18","1842.746"
"737","2026-07-18T11:10:55.7204306+00:00","0.4766","205.32","205.734","46","604","28","2123.016","18","1842.746"
"738","2026-07-18T11:10:56.8980270+00:00","0.4644","205.234","205.621","45","602","28","2122.93","18","1842.746"
"739","2026-07-18T11:10:58.0277515+00:00","0.6224","204.93","205.316","45","602","28","2122.625","18","1842.746"
"740","2026-07-18T11:10:59.2049019+00:00","0.1991","204.988","205.348","44","600","28","2122.684","18","1842.746"
"741","2026-07-18T11:11:00.3328760+00:00","0.3463","204.996","205.355","44","600","28","2122.691","18","1842.746"
"742","2026-07-18T11:11:01.4604369+00:00","0.0693","204.992","205.352","44","600","28","2122.691","18","1842.746"
"743","2026-07-18T11:11:02.5901175+00:00","0.2075","205.23","205.617","45","602","28","2122.93","18","1842.746"
"744","2026-07-18T11:11:03.7358352+00:00","0.8183","205.305","205.746","47","606","28","2123","18","1842.746"
"745","2026-07-18T11:11:04.9103303+00:00","0.9978","205.316","205.676","44","600","28","2123.012","18","1842.746"
"746","2026-07-18T11:11:06.0407158+00:00","0.2073","205.117","205.531","46","604","28","2122.812","18","1842.746"
"747","2026-07-18T11:11:07.1680881+00:00","0.4158","204.898","205.258","44","600","28","2122.637","18","1842.746"
"748","2026-07-18T11:11:08.3062915+00:00","0.1373","204.945","205.305","44","600","28","2122.641","18","1842.746"
"749","2026-07-18T11:11:09.4512763+00:00","0.2047","204.977","205.336","44","600","28","2122.672","18","1842.746"
"750","2026-07-18T11:11:10.5700952+00:00","0.2095","204.992","205.352","44","600","28","2122.688","18","1842.746"
"751","2026-07-18T11:11:11.6865252+00:00","0","205.211","205.598","45","602","28","2122.906","18","1842.746"
"752","2026-07-18T11:11:12.8174064+00:00","0.829","205.375","205.816","47","606","28","2123.074","18","1842.746"
"753","2026-07-18T11:11:13.9512631+00:00","0.2756","205.355","205.797","47","606","28","2123.012","18","1842.746"
"754","2026-07-18T11:11:15.0833026+00:00","0.3451","205.391","207.148","46","602","28","2122.965","18","1842.746"
"755","2026-07-18T11:11:16.2079676+00:00","0.5557","204.906","205.258","44","600","28","2122.602","18","1842.746"
"756","2026-07-18T11:11:17.3248103+00:00","0.1399","204.914","205.266","44","600","28","2122.609","18","1842.746"
"757","2026-07-18T11:11:18.4751810+00:00","0.2037","204.934","205.285","44","600","28","2122.629","18","1842.746"
"758","2026-07-18T11:11:19.6070461+00:00","0.2071","204.973","205.324","44","600","28","2122.676","18","1842.746"
"759","2026-07-18T11:11:20.7209548+00:00","0.5611","205.172","205.539","44","602","28","2122.867","18","1842.746"
"760","2026-07-18T11:11:21.8517739+00:00","0.76","205.367","205.789","46","606","28","2123.062","18","1842.746"
"761","2026-07-18T11:11:23.0045308+00:00","0.881","205.387","205.809","46","606","28","2123.086","18","1842.746"
"762","2026-07-18T11:11:24.1232085+00:00","0.3492","205.266","205.633","44","602","28","2122.961","18","1842.746"
"763","2026-07-18T11:11:25.2424403+00:00","0.4886","205.988","206.328","43","600","28","2123.684","18","1842.746"
"764","2026-07-18T11:11:26.3724258+00:00","0.1383","204.863","205.215","44","600","28","2122.621","18","1842.746"
"765","2026-07-18T11:11:27.4902707+00:00","0.2097","204.961","205.312","44","600","28","2122.656","18","1842.746"
"766","2026-07-18T11:11:28.6104045+00:00","0.279","204.934","205.285","44","600","28","2122.629","18","1842.746"
"767","2026-07-18T11:11:29.7373632+00:00","0.3466","205.203","205.582","45","602","28","2122.898","18","1842.746"
"768","2026-07-18T11:11:30.8566003+00:00","0.9772","205.352","205.785","47","606","28","2123.047","18","1842.746"
"769","2026-07-18T11:11:31.9750353+00:00","0.8382","205.363","205.797","47","604","28","2123.059","18","1842.746"
"770","2026-07-18T11:11:33.0913182+00:00","0.14","205.219","205.598","45","602","28","2122.93","18","1842.746"
"771","2026-07-18T11:11:34.2102509+00:00","0.4189","205.34","205.691","44","600","28","2123.035","18","1842.746"
"772","2026-07-18T11:11:35.3289283+00:00","0.2095","205.047","205.398","44","600","28","2122.742","18","1842.746"
"773","2026-07-18T11:11:36.4390149+00:00","0.0704","205.074","205.426","44","600","28","2122.77","18","1842.746"
"774","2026-07-18T11:11:37.5512651+00:00","0.1405","205.066","205.418","44","600","28","2122.762","18","1842.746"
"775","2026-07-18T11:11:38.6811977+00:00","0.484","205.23","205.609","45","602","28","2122.926","18","1842.746"
"776","2026-07-18T11:11:39.7986868+00:00","0.769","204.938","205.371","47","606","28","2122.633","18","1842.746"
"777","2026-07-18T11:11:40.9176161+00:00","0.6284","205","205.434","47","606","28","2122.695","18","1842.746"
"778","2026-07-18T11:11:42.0346911+00:00","0.3497","205.145","205.523","45","602","28","2122.84","18","1842.746"
"779","2026-07-18T11:11:43.1601700+00:00","0.6247","205.039","205.473","47","606","28","2122.75","18","1842.746"
"780","2026-07-18T11:11:44.2753925+00:00","0.1401","205.035","205.387","44","600","28","2122.73","18","1842.746"
"781","2026-07-18T11:11:45.3934493+00:00","0.1398","205.043","205.395","44","600","28","2122.738","18","1842.746"
"782","2026-07-18T11:11:46.5112527+00:00","0.2796","205.035","205.387","44","600","28","2122.734","18","1842.746"
"783","2026-07-18T11:11:47.6294549+00:00","0.2795","205.047","205.398","44","600","28","2122.746","18","1842.746"
"784","2026-07-18T11:11:48.7485925+00:00","0.4188","205.465","205.898","47","604","28","2123.16","18","1842.746"
"785","2026-07-18T11:11:49.8820425+00:00","0.6893","205.395","205.828","47","606","28","2123.09","18","1842.746"
"786","2026-07-18T11:11:51.0043265+00:00","0.3481","205.273","205.648","45","602","28","2122.969","18","1842.746"
"787","2026-07-18T11:11:52.1209390+00:00","0.5597","205.344","205.773","47","606","28","2123.039","18","1842.746"
"788","2026-07-18T11:11:53.2395853+00:00","0.0698","205.078","205.426","44","600","28","2122.773","18","1842.746"
"789","2026-07-18T11:11:54.3601244+00:00","0.1394","205.441","205.871","47","606","28","2123.137","18","1842.746"
"790","2026-07-18T11:11:55.5087739+00:00","0.2721","204.973","205.32","44","600","28","2122.699","18","1842.746"
"791","2026-07-18T11:11:56.6287947+00:00","0.2093","205.035","205.383","44","600","28","2122.73","18","1842.746"
"792","2026-07-18T11:11:57.7456065+00:00","0.4897","205.273","205.676","46","604","28","2122.969","18","1842.746"
"793","2026-07-18T11:11:58.8772291+00:00","1.3117","205.445","205.875","47","606","28","2123.141","18","1842.746"
"794","2026-07-18T11:11:59.9924968+00:00","0.4203","205.285","205.66","45","602","28","2122.98","18","1842.746"
"795","2026-07-18T11:12:01.1292543+00:00","0.4811","205.434","205.863","47","606","28","2123.129","18","1842.746"
"796","2026-07-18T11:12:02.2472457+00:00","0.2096","205.078","205.426","44","600","28","2122.773","18","1842.746"
"797","2026-07-18T11:12:03.3624528+00:00","0.1401","205.066","205.414","44","600","28","2122.527","18","1842.746"
